,state,county,candidate,party,total_votes,won,votes,DEM_fraction
23855,Vermont,Bolton,Joe Biden,DEM,537,True,778,0.6902313624678663
24097,Vermont,Bradford,Joe Biden,DEM,893,True,1494,0.5977242302543507
24339,Vermont,Braintree,Joe Biden,DEM,434,True,717,0.6052998605299861
24515,Vermont,Brandon,Joe Biden,DEM,1213,True,2184,0.5554029304029304
24537,Vermont,Brattleboro,Joe Biden,DEM,5423,True,6663,0.8138976437040372
24559,Vermont,Bridgewater,Joe Biden,DEM,372,True,601,0.6189683860232945
24581,Vermont,Bridport,Joe Biden,DEM,392,True,738,0.5311653116531165
24604,Vermont,Brighton,Joe Biden,DEM,258,False,619,0.4168012924071082
24625,Vermont,Bristol,Joe Biden,DEM,1482,True,2245,0.6601336302895323
24669,Vermont,Brookfield,Joe Biden,DEM,506,True,852,0.5938967136150235
24691,Vermont,Brookline,Joe Biden,DEM,217,True,329,0.6595744680851063
24714,Vermont,Brownington,Joe Biden,DEM,218,False,490,0.4448979591836735
24736,Vermont,Brunswick,Joe Biden,DEM,27,False,64,0.421875
24757,Vermont,Burke,Joe Biden,DEM,534,True,924,0.577922077922078
24779,Vermont,Burlington,Joe Biden,DEM,19238,True,22218,0.86587451615807
24801,Vermont,Cabot,Joe Biden,DEM,558,True,892,0.625560538116592
24823,Vermont,Calais,Joe Biden,DEM,886,True,1148,0.7717770034843205
24845,Vermont,Cambridge,Joe Biden,DEM,1521,True,2199,0.6916780354706685
24868,Vermont,Canaan,Joe Biden,DEM,239,False,498,0.4799196787148594
24911,Vermont,Castleton,Joe Biden,DEM,1056,True,2161,0.4886626561776955
24933,Vermont,Cavendish,Joe Biden,DEM,466,True,792,0.5883838383838383
24956,Vermont,Charleston,Joe Biden,DEM,247,False,541,0.4565619223659889
24977,Vermont,Charlotte,Joe Biden,DEM,2285,True,2886,0.7917532917532918
24999,Vermont,Chelsea,Joe Biden,DEM,404,True,723,0.5587828492392808
25021,Vermont,Chester,Joe Biden,DEM,1089,True,1772,0.6145598194130926
25043,Vermont,Chittenden,Joe Biden,DEM,473,True,853,0.5545134818288394
25066,Vermont,Clarendon,Joe Biden,DEM,656,False,1469,0.4465622872702519
25087,Vermont,Colchester,Joe Biden,DEM,6451,True,9594,0.6723994163018553
25110,Vermont,Concord,Joe Biden,DEM,262,False,630,0.4158730158730159
25153,Vermont,Corinth,Joe Biden,DEM,459,True,830,0.553012048192771
25175,Vermont,Cornwall,Joe Biden,DEM,663,True,850,0.78
25198,Vermont,Coventry,Joe Biden,DEM,245,False,568,0.43133802816901406
25219,Vermont,Craftsbury,Joe Biden,DEM,558,True,774,0.7209302325581395
25242,Vermont,Danby,Joe Biden,DEM,325,False,755,0.4304635761589404
25263,Vermont,Danville,Joe Biden,DEM,855,True,1469,0.5820285908781484
25286,Vermont,Derby,Joe Biden,DEM,1167,False,2515,0.4640159045725646
25307,Vermont,Dorset,Joe Biden,DEM,997,True,1413,0.7055909412597311
25329,Vermont,Dover,Joe Biden,DEM,613,True,948,0.6466244725738397
25351,Vermont,Dummerston,Joe Biden,DEM,1035,True,1357,0.7627118644067796
25395,Vermont,Duxbury,Joe Biden,DEM,648,True,914,0.7089715536105032
25417,Vermont,East Haven,Joe Biden,DEM,69,True,140,0.4928571428571429
25439,Vermont,East Montpelier,Joe Biden,DEM,1315,True,1764,0.7454648526077098
25462,Vermont,Eden,Joe Biden,DEM,303,False,634,0.47791798107255523
25483,Vermont,Elmore,Joe Biden,DEM,447,True,606,0.7376237623762376
25505,Vermont,Enosburgh,Joe Biden,DEM,640,True,1274,0.5023547880690737
25527,Vermont,Essex,Joe Biden,DEM,9573,True,13414,0.7136573728939913
25594,Vermont,Fair Haven,Joe Biden,DEM,624,False,1308,0.47706422018348627
25549,Vermont,Fairfax,Joe Biden,DEM,1648,True,2996,0.5500667556742324
25571,Vermont,Fairfield,Joe Biden,DEM,625,True,1140,0.5482456140350878
25637,Vermont,Fairlee,Joe Biden,DEM,442,True,621,0.711755233494364
25659,Vermont,Fayston,Joe Biden,DEM,796,True,971,0.819773429454171
25681,Vermont,Ferrisburg,Joe Biden,DEM,1202,True,1830,0.6568306010928961
25703,Vermont,Fletcher,Joe Biden,DEM,494,True,824,0.5995145631067961
25726,Vermont,Franklin,Joe Biden,DEM,318,False,754,0.4217506631299735
25747,Vermont,Georgia,Joe Biden,DEM,1517,True,2917,0.5200548508741858
25769,Vermont,Glover,Joe Biden,DEM,401,True,666,0.6021021021021021
25791,Vermont,Goshen,Joe Biden,DEM,90,True,126,0.7142857142857143
25813,Vermont,Grafton,Joe Biden,DEM,263,True,405,0.6493827160493827
25836,Vermont,Granby,Joe Biden,DEM,20,False,43,0.46511627906976744
25879,Vermont,Grand Isle,Joe Biden,DEM,831,True,1409,0.5897799858055358
25901,Vermont,Granville,Joe Biden,DEM,136,True,169,0.8047337278106509
25923,Vermont,Greensboro,Joe Biden,DEM,365,True,491,0.7433808553971487
25946,Vermont,Groton,Joe Biden,DEM,248,False,549,0.4517304189435337
25968,Vermont,Guildhall,Joe Biden,DEM,79,False,174,0.4540229885057471
25989,Vermont,Guilford,Joe Biden,DEM,975,True,1354,0.7200886262924667
26011,Vermont,Halifax,Joe Biden,DEM,273,True,492,0.5548780487804879
26033,Vermont,Hancock,Joe Biden,DEM,102,True,171,0.5964912280701754
26055,Vermont,Hardwick,Joe Biden,DEM,932,True,1577,0.5909955611921369
26077,Vermont,Hartford,Joe Biden,DEM,4516,True,6264,0.7209450830140486
26121,Vermont,Hartland,Joe Biden,DEM,1511,True,2198,0.6874431301182894
26144,Vermont,Highgate,Joe Biden,DEM,698,False,1726,0.4044032444959444
26165,Vermont,Hinesburg,Joe Biden,DEM,2254,True,3084,0.7308690012970168
26188,Vermont,Holland,Joe Biden,DEM,139,False,358,0.388268156424581
26209,Vermont,Hubbardton,Joe Biden,DEM,221,True,427,0.5175644028103045
26231,Vermont,Huntington,Joe Biden,DEM,1047,True,1405,0.7451957295373666
26253,Vermont,Hyde Park,Joe Biden,DEM,1118,True,1731,0.6458694396302715
26275,Vermont,Ira,Joe Biden,DEM,130,True,262,0.4961832061068702
26298,Vermont,Irasburg,Joe Biden,DEM,257,False,673,0.3818722139673105
26319,Vermont,Isle La Motte,Joe Biden,DEM,191,True,349,0.5472779369627507
20951,Vermont,Jamaica,Joe Biden,DEM,406,True,581,0.6987951807228916
20973,Vermont,Jay,Joe Biden,DEM,144,True,294,0.4897959183673469
20995,Vermont,Jericho,Joe Biden,DEM,2657,True,3662,0.7255598033861278
21017,Vermont,Johnson,Joe Biden,DEM,994,True,1589,0.6255506607929515
22931,Vermont,Killington,Joe Biden,DEM,560,True,836,0.6698564593301436
21039,Vermont,Kirby,Joe Biden,DEM,190,True,329,0.5775075987841946
21061,Vermont,Landgrove,Joe Biden,DEM,114,True,134,0.8507462686567164
21083,Vermont,Leicester,Joe Biden,DEM,296,True,542,0.5461254612546126
21105,Vermont,Lemington,Joe Biden,DEM,25,True,49,0.5102040816326531
21127,Vermont,Lincoln,Joe Biden,DEM,723,True,959,0.7539103232533889
21149,Vermont,Londonderry,Joe Biden,DEM,744,True,1118,0.6654740608228981
21194,Vermont,Lowell,Joe Biden,DEM,201,False,487,0.4127310061601643
21215,Vermont,Ludlow,Joe Biden,DEM,718,True,1237,0.5804365400161682
21238,Vermont,Lunenburg,Joe Biden,DEM,243,False,633,0.38388625592417064
21259,Vermont,Lyndon,Joe Biden,DEM,1207,True,2440,0.494672131147541
21282,Vermont,Maidstone,Joe Biden,DEM,67,False,145,0.46206896551724136
21303,Vermont,Manchester,Joe Biden,DEM,1985,True,2785,0.7127468581687613
21325,Vermont,Marlboro,Joe Biden,DEM,528,True,646,0.8173374613003096
21347,Vermont,Marshfield,Joe Biden,DEM,586,True,964,0.6078838174273858
21369,Vermont,Mendon,Joe Biden,DEM,445,True,780,0.5705128205128205
21391,Vermont,Middlebury,Joe Biden,DEM,3479,True,4331,0.8032786885245902
21435,Vermont,Middlesex,Joe Biden,DEM,977,True,1243,0.7860016090104586
21457,Vermont,Middletown Springs,Joe Biden,DEM,308,True,549,0.5610200364298725
21479,Vermont,Milton,Joe Biden,DEM,3344,True,6168,0.5421530479896238
21501,Vermont,Monkton,Joe Biden,DEM,960,True,1403,0.684248039914469
21523,Vermont,Montgomery,Joe Biden,DEM,449,True,756,0.593915343915344
21545,Vermont,Montpelier,Joe Biden,DEM,4576,True,5185,0.8825458052073288
21567,Vermont,Moretown,Joe Biden,DEM,926,True,1185,0.7814345991561181
21590,Vermont,Morgan,Joe Biden,DEM,172,False,401,0.428927680798005
21611,Vermont,Morristown,Joe Biden,DEM,2256,True,3197,0.7056615577103534
21633,Vermont,Mount Holly,Joe Biden,DEM,452,True,848,0.5330188679245284
21678,Vermont,Mount Tabor,Joe Biden,DEM,55,False,117,0.4700854700854701
21765,Vermont,New Haven,Joe Biden,DEM,732,True,1172,0.6245733788395904
21699,Vermont,Newark,Joe Biden,DEM,169,True,346,0.4884393063583815
21721,Vermont,Newbury,Joe Biden,DEM,682,True,1214,0.5617792421746294
21743,Vermont,Newfane,Joe Biden,DEM,842,True,1141,0.7379491673970202
21787,Vermont,Newport,Joe Biden,DEM,1033,True,1842,0.5608034744842563
21810,Vermont,Newport Town,Joe Biden,DEM,341,False,776,0.43943298969072164
21853,Vermont,North Hero,Joe Biden,DEM,430,True,705,0.6099290780141844
21831,Vermont,Northfield,Joe Biden,DEM,1508,True,2465,0.611764705882353
21876,Vermont,Norton,Joe Biden,DEM,44,False,108,0.4074074074074074
21919,Vermont,Norwich,Joe Biden,DEM,2316,True,2570,0.9011673151750973
21942,Vermont,Orange,Joe Biden,DEM,261,False,610,0.4278688524590164
21963,Vermont,Orwell,Joe Biden,DEM,367,True,752,0.488031914893617
21985,Vermont,Panton,Joe Biden,DEM,271,True,420,0.6452380952380953
22007,Vermont,Pawlet,Joe Biden,DEM,496,True,887,0.5591882750845547
22029,Vermont,Peacham,Joe Biden,DEM,357,True,519,0.6878612716763006
22051,Vermont,Peru,Joe Biden,DEM,218,True,300,0.7266666666666667
22073,Vermont,Pittsfield,Joe Biden,DEM,206,True,332,0.6204819277108434
22095,Vermont,Pittsford,Joe Biden,DEM,896,True,1737,0.515831894070236
22117,Vermont,Plainfield,Joe Biden,DEM,606,True,814,0.7444717444717445
22161,Vermont,Plymouth,Joe Biden,DEM,251,True,371,0.6765498652291105
22183,Vermont,Pomfret,Joe Biden,DEM,509,True,679,0.7496318114874816
22205,Vermont,Poultney,Joe Biden,DEM,844,True,1664,0.5072115384615384
22227,Vermont,Pownal,Joe Biden,DEM,892,True,1778,0.5016872890888638
22249,Vermont,Proctor,Joe Biden,DEM,534,True,955,0.5591623036649215
22271,Vermont,Putney,Joe Biden,DEM,1234,True,1515,0.8145214521452145
22293,Vermont,Randolph,Joe Biden,DEM,1685,True,2586,0.651585460170147
22315,Vermont,Reading,Joe Biden,DEM,312,True,445,0.701123595505618
22338,Vermont,Readsboro,Joe Biden,DEM,203,False,431,0.4709976798143852
22360,Vermont,Richford,Joe Biden,DEM,434,False,942,0.4607218683651805
22403,Vermont,Richmond,Joe Biden,DEM,2287,True,2941,0.7776266575994559
22425,Vermont,Ripton,Joe Biden,DEM,280,True,369,0.7588075880758808
22447,Vermont,Rochester,Joe Biden,DEM,526,True,732,0.7185792349726776
22469,Vermont,Rockingham,Joe Biden,DEM,1703,True,2519,0.6760619293370385
22491,Vermont,Roxbury,Joe Biden,DEM,281,True,433,0.648960739030023
22513,Vermont,Royalton,Joe Biden,DEM,930,True,1486,0.6258411843876177
22535,Vermont,Rupert,Joe Biden,DEM,269,True,437,0.6155606407322655
22557,Vermont,Rutland,Joe Biden,DEM,4679,True,8000,0.584875
22579,Vermont,Rutland Town,Joe Biden,DEM,1376,True,2486,0.5534995977473853
22601,Vermont,Ryegate,Joe Biden,DEM,329,True,648,0.5077160493827161
22733,Vermont,Salisbury,Joe Biden,DEM,393,True,676,0.5813609467455622
22755,Vermont,Sandgate,Joe Biden,DEM,147,True,253,0.5810276679841897
22778,Vermont,Searsburg,Joe Biden,DEM,28,False,64,0.4375
22799,Vermont,Shaftsbury,Joe Biden,DEM,1346,True,2225,0.6049438202247192
22821,Vermont,Sharon,Joe Biden,DEM,585,True,894,0.6543624161073825
22843,Vermont,Sheffield,Joe Biden,DEM,197,True,374,0.5267379679144385
22887,Vermont,Shelburne,Joe Biden,DEM,4358,True,5419,0.8042074183428677
22910,Vermont,Sheldon,Joe Biden,DEM,435,False,1015,0.42857142857142855
22953,Vermont,Shoreham,Joe Biden,DEM,445,True,742,0.5997304582210242
22975,Vermont,Shrewsbury,Joe Biden,DEM,395,True,690,0.572463768115942
22997,Vermont,South Burlington,Joe Biden,DEM,10057,True,12670,0.7937647987371744
23019,Vermont,South Hero,Joe Biden,DEM,903,True,1309,0.6898395721925134
23041,Vermont,Springfield,Joe Biden,DEM,2583,True,4516,0.5719663418954827
22645,Vermont,St. Albans,Joe Biden,DEM,1982,True,3057,0.6483480536473667
22667,Vermont,St. Albans Town,Joe Biden,DEM,2126,True,3794,0.5603584607274644
22689,Vermont,St. George,Joe Biden,DEM,310,True,453,0.6843267108167771
22711,Vermont,St. Johnsbury,Joe Biden,DEM,2034,True,3377,0.602309742374889
23064,Vermont,Stamford,Joe Biden,DEM,254,False,539,0.4712430426716141
23085,Vermont,Stannard,Joe Biden,DEM,82,True,114,0.7192982456140351
23129,Vermont,Starksboro,Joe Biden,DEM,636,True,1023,0.6217008797653959
23151,Vermont,Stockbridge,Joe Biden,DEM,341,True,477,0.7148846960167715
23173,Vermont,Stowe,Joe Biden,DEM,2706,True,3406,0.7944803288314739
23195,Vermont,Strafford,Joe Biden,DEM,656,True,800,0.82
23217,Vermont,Stratton,Joe Biden,DEM,119,True,190,0.6263157894736842
23239,Vermont,Sudbury,Joe Biden,DEM,252,True,388,0.6494845360824743
23261,Vermont,Sunderland,Joe Biden,DEM,386,True,652,0.5920245398773006
23284,Vermont,Sutton,Joe Biden,DEM,245,False,539,0.45454545454545453
23305,Vermont,Swanton,Joe Biden,DEM,1566,True,3228,0.4851301115241636
23327,Vermont,Thetford,Joe Biden,DEM,1448,True,1910,0.7581151832460733
23393,Vermont,Tinmouth,Joe Biden,DEM,170,True,341,0.49853372434017595
23416,Vermont,Topsham,Joe Biden,DEM,273,False,646,0.42260061919504643
23437,Vermont,Townshend,Joe Biden,DEM,553,True,769,0.7191157347204161
23460,Vermont,Troy,Joe Biden,DEM,370,False,795,0.46540880503144655
23481,Vermont,Tunbridge,Joe Biden,DEM,514,True,863,0.5955967555040557
23503,Vermont,Underhill,Joe Biden,DEM,1633,True,2224,0.7342625899280576
23525,Vermont,Vergennes,Joe Biden,DEM,1016,True,1478,0.6874154262516915
23547,Vermont,Vernon,Joe Biden,DEM,718,True,1300,0.5523076923076923
23569,Vermont,Vershire,Joe Biden,DEM,264,True,428,0.616822429906542
23592,Vermont,Victory,Joe Biden,DEM,17,False,55,0.3090909090909091
23635,Vermont,Waitsfield,Joe Biden,DEM,1023,True,1248,0.8197115384615384
23657,Vermont,Walden,Joe Biden,DEM,351,True,586,0.5989761092150171
23679,Vermont,Wallingford,Joe Biden,DEM,703,True,1298,0.5416024653312789
23701,Vermont,Waltham,Joe Biden,DEM,216,True,326,0.6625766871165644
23723,Vermont,Wardsboro,Joe Biden,DEM,325,True,492,0.6605691056910569
23745,Vermont,Warren,Joe Biden,DEM,1039,True,1264,0.821993670886076
23767,Vermont,Washington,Joe Biden,DEM,306,True,609,0.5024630541871922
23789,Vermont,Waterbury,Joe Biden,DEM,2778,True,3498,0.7941680960548885
23811,Vermont,Waterford,Joe Biden,DEM,421,True,831,0.50661853188929
23833,Vermont,Waterville,Joe Biden,DEM,227,True,454,0.5
23877,Vermont,Weathersfield,Joe Biden,DEM,1018,True,1792,0.5680803571428571
23900,Vermont,Wells,Joe Biden,DEM,315,False,742,0.42452830188679247
23921,Vermont,West Fairlee,Joe Biden,DEM,219,True,357,0.6134453781512605
23987,Vermont,West Haven,Joe Biden,DEM,78,True,151,0.5165562913907285
24076,Vermont,West Rutland,Joe Biden,DEM,510,False,1167,0.4370179948586118
24119,Vermont,West Windsor,Joe Biden,DEM,618,True,841,0.7348394768133175
23943,Vermont,Westfield,Joe Biden,DEM,190,True,349,0.5444126074498568
23965,Vermont,Westford,Joe Biden,DEM,964,True,1425,0.6764912280701755
24009,Vermont,Westminster,Joe Biden,DEM,1303,True,1789,0.7283398546674119
24031,Vermont,Westmore,Joe Biden,DEM,126,True,240,0.525
24053,Vermont,Weston,Joe Biden,DEM,332,True,456,0.7280701754385965
24141,Vermont,Weybridge,Joe Biden,DEM,517,True,612,0.8447712418300654
24163,Vermont,Wheelock,Joe Biden,DEM,236,True,452,0.5221238938053098
24185,Vermont,Whiting,Joe Biden,DEM,124,True,218,0.5688073394495413
24207,Vermont,Whitingham,Joe Biden,DEM,397,True,775,0.512258064516129
24230,Vermont,Williamstown,Joe Biden,DEM,858,False,1862,0.4607948442534909
24251,Vermont,Williston,Joe Biden,DEM,4961,True,6873,0.7218099810854066
24273,Vermont,Wilmington,Joe Biden,DEM,789,True,1156,0.6825259515570934
24295,Vermont,Windham,Joe Biden,DEM,187,True,282,0.6631205673758865
24317,Vermont,Windsor,Joe Biden,DEM,1266,True,1890,0.6698412698412698
24361,Vermont,Winhall,Joe Biden,DEM,473,True,674,0.701780415430267
24383,Vermont,Winooski,Joe Biden,DEM,3005,True,3701,0.8119427181842745
24405,Vermont,Wolcott,Joe Biden,DEM,589,True,923,0.638136511375948
24427,Vermont,Woodbury,Joe Biden,DEM,372,True,588,0.6326530612244898
24450,Vermont,Woodford,Joe Biden,DEM,95,False,196,0.4846938775510204
24471,Vermont,Woodstock,Joe Biden,DEM,1645,True,2109,0.7799905168326221
24493,Vermont,Worcester,Joe Biden,DEM,464,True,624,0.7435897435897436
26364,Virginia,Accomack County,Joe Biden,DEM,7578,False,16962,0.4467633533781394
26367,Virginia,Albemarle County,Joe Biden,DEM,42466,True,64657,0.6567889014337195
26743,Virginia,Alexandria city,Joe Biden,DEM,66240,True,82508,0.8028312406069714
26372,Virginia,Alleghany County,Joe Biden,DEM,2243,False,8203,0.27343654760453495
26376,Virginia,Amelia County,Joe Biden,DEM,2411,False,7893,0.3054605346509565
26380,Virginia,Amherst County,Joe Biden,DEM,5672,False,17005,0.3335489561893561
26384,Virginia,Appomattox County,Joe Biden,DEM,2418,False,9268,0.26089771255934396
26387,Virginia,Arlington County,Joe Biden,DEM,105344,True,130699,0.8060046366077782
26392,Virginia,Augusta County,Joe Biden,DEM,10840,False,42278,0.2563981266852737
26396,Virginia,Bath County,Joe Biden,DEM,646,False,2501,0.258296681327469
26400,Virginia,Bedford County,Joe Biden,DEM,12176,False,48669,0.250179785900676
26404,Virginia,Bland County,Joe Biden,DEM,532,False,3479,0.1529175050301811
26408,Virginia,Botetourt County,Joe Biden,DEM,5700,False,21120,0.26988636363636365
26748,Virginia,Bristol city,Joe Biden,DEM,2313,False,7806,0.2963105303612606
26411,Virginia,Brunswick County,Joe Biden,DEM,4552,True,7948,0.5727226975339708
26416,Virginia,Buchanan County,Joe Biden,DEM,1587,False,9953,0.15944941223751632
26420,Virginia,Buckingham County,Joe Biden,DEM,3471,False,8126,0.42714742800886046
26752,Virginia,Buena Vista city,Joe Biden,DEM,825,False,2776,0.29719020172910665
26424,Virginia,Campbell County,Joe Biden,DEM,8070,False,29892,0.2699718988358089
26428,Virginia,Caroline County,Joe Biden,DEM,7657,False,16288,0.4701006876227898
26432,Virginia,Carroll County,Joe Biden,DEM,2842,False,15651,0.18158584116030924
26435,Virginia,Charles City County,Joe Biden,DEM,2624,True,4441,0.5908579148840352
26440,Virginia,Charlotte County,Joe Biden,DEM,2317,False,6191,0.3742529478274915
26755,Virginia,Charlottesville city,Joe Biden,DEM,20696,True,24205,0.8550299524891551
26759,Virginia,Chesapeake city,Joe Biden,DEM,66377,True,127108,0.5222094596720899
26443,Virginia,Chesterfield County,Joe Biden,DEM,106935,True,203884,0.5244894155500186
26448,Virginia,Clarke County,Joe Biden,DEM,3920,False,9337,0.419835064795973
26764,Virginia,Colonial Heights city,Joe Biden,DEM,2972,False,9146,0.32495079816313144
26768,Virginia,Covington city,Joe Biden,DEM,964,False,2603,0.37034191317710335
26452,Virginia,Craig County,Joe Biden,DEM,587,False,3169,0.18523193436415272
26456,Virginia,Culpeper County,Joe Biden,DEM,10617,False,27116,0.39154005015489013
26460,Virginia,Cumberland County,Joe Biden,DEM,2227,False,5310,0.4193973634651601
26771,Virginia,Danville city,Joe Biden,DEM,11710,True,19389,0.6039506936922998
26464,Virginia,Dickenson County,Joe Biden,DEM,1503,False,7303,0.20580583321922497
26468,Virginia,Dinwiddie County,Joe Biden,DEM,6224,False,15092,0.41240392260800424
26775,Virginia,Emporia city,Joe Biden,DEM,1612,True,2381,0.6770264594708106
26472,Virginia,Essex County,Joe Biden,DEM,3038,False,6178,0.4917449012625445
26475,Virginia,Fairfax County,Joe Biden,DEM,419943,True,600823,0.6989462786877333
26779,Virginia,Fairfax city,Joe Biden,DEM,9174,True,13483,0.6804123711340206
